threshold,precision,recall,false_positive_rate,intervened_ratio_all,estimated_spread_reduction_ratio
0.0004379982917114857,0.05043771043771044,0.9986666666666667,0.9895438596491228,0.99,0.9886409431073719
0.02358730189782571,0.17485365232883684,0.916,0.22750877192982455,0.26193333333333335,0.3016616949256985
0.04673660550393993,0.2778494623655914,0.8613333333333333,0.11782456140350878,0.155,0.2228415347151506
0.06988590911005416,0.3576900412492634,0.8093333333333333,0.07649122807017544,0.11313333333333334,0.17159595006096254
0.09303521271616838,0.4263622974963181,0.772,0.05466666666666667,0.09053333333333333,0.16414626451864833
0.1161845163222826,0.47427101200686106,0.7373333333333333,0.04301754385964912,0.07773333333333333,0.16347870196368325
0.13933381992839683,0.5305305305305306,0.7066666666666667,0.032912280701754386,0.0666,0.16274058764705632
0.16248312353451105,0.5743016759776536,0.6853333333333333,0.02673684210526316,0.059666666666666666,0.1624494499976669
0.18563242714062528,0.6073170731707317,0.664,0.022596491228070177,0.05466666666666667,0.15933601861673446
0.2087817307467395,0.6320630749014454,0.6413333333333333,0.019649122807017545,0.05073333333333333,0.15921724160026576
0.23193103435285373,0.6595744680851063,0.62,0.016842105263157894,0.047,0.15859075981791393
0.25508033795896795,0.6897590361445783,0.6106666666666667,0.014456140350877193,0.04426666666666667,0.15797834373488076
0.2782296415650822,0.7147487844408428,0.588,0.012350877192982456,0.041133333333333334,0.1570274578079255
0.3013789451711964,0.7366609294320138,0.5706666666666667,0.010736842105263157,0.038733333333333335,0.15698727009558647
0.3245282487773106,0.7632058287795993,0.5586666666666666,0.009122807017543859,0.0366,0.1568948383572067
0.34767755238342485,0.7782026768642447,0.5426666666666666,0.008140350877192983,0.034866666666666664,0.1568441571866458
0.3708268559895391,0.7885375494071146,0.532,0.007508771929824561,0.03373333333333333,0.15683210087294408
0.3939761595956533,0.8091286307053942,0.52,0.006456140350877193,0.03213333333333333,0.1559251981644932
0.4171254632017675,0.8189655172413793,0.5066666666666667,0.005894736842105263,0.030933333333333334,0.15416743227979757
0.44027476680788175,0.8269662921348314,0.49066666666666664,0.005403508771929824,0.029666666666666668,0.153940371705082
0.46342407041399597,0.8391608391608392,0.48,0.004842105263157895,0.0286,0.1539113472461705
0.4865733740201102,0.849009900990099,0.4573333333333333,0.004280701754385965,0.026933333333333333,0.1539095611256221
0.5097226776262245,0.8608923884514436,0.43733333333333335,0.003719298245614035,0.0254,0.13048459013333613
0.5328719812323387,0.8661202185792349,0.4226666666666667,0.0034385964912280703,0.0244,0.13048459013333613
0.5560212848384529,0.8767908309455588,0.408,0.003017543859649123,0.023266666666666668,0.12782103786553237
0.5791705884445671,0.8996960486322189,0.39466666666666667,0.0023157894736842107,0.021933333333333332,0.12782081460046382
0.6023198920506814,0.9053627760252366,0.38266666666666665,0.002105263157894737,0.021133333333333334,0.12655825063781248
0.6254691956567956,0.9029126213592233,0.372,0.002105263157894737,0.0206,0.12591703336093635
0.6486184992629098,0.9036544850498339,0.3626666666666667,0.0020350877192982456,0.020066666666666667,0.12574221681226153
0.671767802869024,0.906896551724138,0.3506666666666667,0.001894736842105263,0.019333333333333334,0.1242322751536566
0.6949171064751383,0.910394265232975,0.33866666666666667,0.0017543859649122807,0.0186,0.12420414375501927
0.7180664100812525,0.9201520912547528,0.32266666666666666,0.0014736842105263158,0.017533333333333335,0.09867802520260748
0.7412157136873667,0.9271255060728745,0.30533333333333335,0.0012631578947368421,0.016466666666666668,0.09803033323874337
0.7643650172934809,0.9301310043668122,0.284,0.0011228070175438596,0.015266666666666666,0.09757174678794127
0.7875143208995952,0.9383886255924171,0.264,0.000912280701754386,0.014066666666666667,0.05821257111829677
0.8106636245057094,0.945,0.252,0.0007719298245614035,0.013333333333333334,0.05816233647787298
0.8338129281118236,0.9447513812154696,0.228,0.0007017543859649122,0.012066666666666667,0.05473566420576466
0.8569622317179378,0.9647058823529412,0.21866666666666668,0.0004210526315789474,0.011333333333333334,0.040572844582283336
0.8801115353240521,0.9627329192546584,0.20666666666666667,0.0004210526315789474,0.010733333333333333,0.037907952724068265
0.9032608389301663,0.9666666666666667,0.19333333333333333,0.0003508771929824561,0.01,0.03784387564939436
